,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,YearsAtCompany
205,27.0,Yes,Travel_Frequently,Human Resources,22.0,Human Resources,1,Female,2,1,Human Resources,2.0,2863.0,1,No,12,3,1
206,,Yes,Travel_Rarely,Research & Development,1.0,Life Sciences,2,Female,2,1,Laboratory Technician,1.0,2319.0,1,Yes,11,3,1
207,37.0,Yes,,Sales,,Life Sciences,1,Male,2,3,Sales Executive,3.0,10609.0,5,No,11,3,14
208,31.0,Yes,Travel_Frequently,Sales,2.0,Life Sciences,3,Female,2,1,Sales Representative,4.0,2785.0,7,No,14,3,1
209,29.0,No,Travel_Rarely,Sales,3.0,Medical,2,Female,3,2,Sales Executive,3.0,5561.0,1,No,14,3,6
210,40.0,Yes,Travel_Rarely,Research & Development,7.0,Life Sciences,1,Male,3,1,Laboratory Technician,1.0,,3,Yes,14,3,4
211,,No,Non-Travel,Sales,2.0,Life Sciences,3,Female,3,1,Sales Representative,1.0,2827.0,1,No,12,3,1
212,,No,,Research & Development,7.0,Life Sciences,4,Male,4,1,Research Scientist,3.0,2610.0,1,No,11,3,4
213,49.0,No,Travel_Rarely,Research & Development,5.0,Technical Degree,1,Male,3,2,Healthcare Representative,3.0,6651.0,2,No,14,3,3
214,31.0,No,Travel_Rarely,Research & Development,26.0,Life Sciences,1,Male,3,1,Research Scientist,3.0,,1,No,17,3,5
215,37.0,Yes,Travel_Rarely,Research & Development,10.0,Medical,4,Male,3,2,Manufacturing Director,1.0,,1,No,15,3,10
216,27.0,No,Travel_Rarely,Research & Development,9.0,Medical,4,Female,3,1,Research Scientist,2.0,2279.0,1,No,16,3,7
217,52.0,No,Travel_Rarely,Research & Development,,Life Sciences,2,Male,3,3,Healthcare Representative,2.0,10445.0,7,No,19,3,8
218,33.0,No,Travel_Rarely,Research & Development,8.0,Life Sciences,4,Male,3,2,Healthcare Representative,3.0,6388.0,2,Yes,17,3,0
219,40.0,Yes,Travel_Rarely,Research & Development,9.0,Life Sciences,4,Male,3,1,Laboratory Technician,1.0,2018.0,3,No,14,3,5
220,40.0,No,Travel_Rarely,Sales,2.0,Marketing,2,Female,3,2,Sales Executive,2.0,5677.0,3,No,14,3,11
221,,No,Travel_Rarely,Research & Development,6.0,Medical,3,Male,4,2,Research Scientist,1.0,5974.0,4,Yes,13,3,7
222,32.0,No,Travel_Frequently,Research & Development,,Life Sciences,1,Male,3,2,Laboratory Technician,4.0,5309.0,1,No,15,3,10
223,48.0,No,,Research & Development,4.0,Life Sciences,4,Male,3,3,Manufacturing Director,4.0,7898.0,1,No,11,3,10
224,33.0,No,Travel_Frequently,,1.0,Life Sciences,1,Female,3,3,Research Director,4.0,13458.0,1,Yes,12,3,15
225,38.0,No,Travel_Rarely,Research & Development,4.0,Medical,4,Female,3,1,Laboratory Technician,3.0,3306.0,7,No,19,3,0
226,36.0,No,Travel_Rarely,Sales,3.0,Medical,1,Female,2,3,Sales Executive,4.0,7644.0,0,No,19,3,9
227,,No,Travel_Rarely,,11.0,Medical,3,Female,4,1,Sales Representative,,2534.0,8,No,14,3,1
228,27.0,Yes,Travel_Frequently,Human Resources,22.0,Human Resources,1,Female,2,1,Human Resources,2.0,2863.0,1,No,12,3,1
229,24.0,No,Travel_Rarely,Research & Development,9.0,Medical,3,Male,4,1,Research Scientist,3.0,4401.0,1,No,16,3,5
230,,No,Non-Travel,Sales,,Life Sciences,4,Male,3,2,Sales Executive,,6230.0,7,No,14,3,14
231,52.0,No,Travel_Rarely,Research & Development,3.0,Medical,4,Male,2,3,Manufacturing Director,3.0,7969.0,2,Yes,14,3,5
232,34.0,Yes,Travel_Rarely,Human Resources,,Technical Degree,1,Female,3,1,Human Resources,3.0,2742.0,1,No,15,3,2
233,42.0,No,Travel_Rarely,Research & Development,2.0,Medical,3,Male,2,1,Laboratory Technician,2.0,4841.0,4,No,14,3,1
234,,Yes,Travel_Rarely,Research & Development,,Other,2,Male,1,1,Laboratory Technician,1.0,2119.0,1,Yes,11,3,7
235,60.0,No,Travel_Frequently,Sales,,Marketing,3,Female,2,3,Sales Executive,1.0,10266.0,4,No,19,3,18
236,30.0,No,Non-Travel,Research & Development,7.0,Technical Degree,3,Male,3,1,Research Scientist,3.0,1274.0,1,No,13,3,1
237,27.0,Yes,Travel_Frequently,,22.0,Human Resources,1,Female,2,1,Human Resources,2.0,2863.0,1,No,12,3,1
238,34.0,Yes,Travel_Frequently,Research & Development,9.0,Life Sciences,4,Male,3,2,Laboratory Technician,1.0,5346.0,4,No,17,3,7
239,47.0,No,Non-Travel,Sales,2.0,Marketing,3,Male,3,2,Sales Executive,2.0,4978.0,7,No,11,3,1
240,33.0,No,Travel_Rarely,Human Resources,3.0,Human Resources,4,Male,3,1,Human Resources,2.0,2277.0,3,Yes,11,3,4
241,18.0,No,Travel_Rarely,Sales,10.0,Medical,4,Female,2,1,Sales Representative,3.0,1200.0,1,No,12,3,0
242,34.0,No,Travel_Frequently,Human Resources,11.0,Life Sciences,3,Male,2,2,Human Resources,2.0,4490.0,4,No,11,3,10
243,39.0,No,Travel_Rarely,Research & Development,3.0,Medical,3,Male,2,2,Laboratory Technician,3.0,3069.0,0,No,15,3,10
244,24.0,Yes,Travel_Rarely,Research & Development,17.0,Life Sciences,4,Female,3,1,Laboratory Technician,2.0,2210.0,1,No,13,3,1
245,35.0,No,Travel_Frequently,Research & Development,18.0,Life Sciences,3,Male,3,3,Manufacturing Director,4.0,9362.0,2,No,11,3,2
246,50.0,Yes,Travel_Frequently,Sales,8.0,Technical Degree,2,Male,3,2,Sales Executive,3.0,6796.0,3,Yes,14,3,4
247,32.0,Yes,,Research & Development,5.0,Life Sciences,1,Female,4,1,Research Scientist,3.0,2432.0,3,Yes,14,3,4
248,27.0,No,Travel_Frequently,Research & Development,2.0,Medical,4,Male,3,1,Research Scientist,4.0,2580.0,2,No,13,3,4
249,53.0,No,Travel_Rarely,Sales,2.0,Medical,3,Male,3,4,Manager,3.0,14852.0,6,No,13,3,17
250,31.0,Yes,Travel_Frequently,Sales,2.0,Life Sciences,3,Female,2,1,Sales Representative,4.0,2785.0,7,No,14,3,1
251,20.0,Yes,Travel_Rarely,Research & Development,11.0,Medical,4,Female,2,1,Research Scientist,1.0,2600.0,1,Yes,15,3,1
252,38.0,No,Non-Travel,Sales,2.0,Life Sciences,4,Male,2,2,Sales Executive,4.0,,3,No,18,3,8
253,,No,Travel_Rarely,Sales,4.0,Life Sciences,3,Female,3,2,Sales Executive,1.0,5006.0,4,Yes,11,3,5
254,26.0,Yes,Non-Travel,Sales,29.0,Medical,2,Male,1,2,Sales Executive,1.0,4969.0,8,No,18,3,2
255,20.0,Yes,Travel_Rarely,,2.0,Medical,3,Female,2,1,Sales Representative,3.0,2044.0,1,No,13,3,2
256,19.0,Yes,Travel_Rarely,Sales,22.0,Marketing,4,Male,3,1,Sales Representative,3.0,1675.0,1,Yes,19,3,0
257,44.0,Yes,Travel_Rarely,Research & Development,10.0,Life Sciences,3,Male,3,1,Research Scientist,3.0,2936.0,1,Yes,11,3,6
258,30.0,Yes,Travel_Rarely,Research & Development,3.0,Technical Degree,4,Female,3,1,Research Scientist,1.0,2657.0,5,Yes,11,3,5
259,26.0,Yes,Travel_Rarely,,4.0,Marketing,4,Male,2,2,Sales Executive,4.0,5828.0,1,Yes,12,3,8
260,39.0,No,Travel_Rarely,Sales,2.0,Life Sciences,1,Male,4,3,Sales Executive,3.0,7880.0,0,No,18,3,8
261,,Yes,Travel_Frequently,Research & Development,15.0,Medical,3,Male,3,1,Laboratory Technician,3.0,2610.0,1,No,12,3,2
262,29.0,No,Travel_Rarely,Research & Development,6.0,Medical,2,Female,3,1,Laboratory Technician,4.0,3131.0,1,No,13,3,10
263,45.0,No,Travel_Rarely,Research & Development,7.0,Life Sciences,2,Male,3,3,Research Scientist,1.0,9724.0,2,No,17,3,1
264,29.0,Yes,Travel_Rarely,Sales,1.0,Medical,2,Female,2,1,Sales Representative,3.0,2800.0,6,Yes,19,3,3
265,,No,,Research & Development,,Medical,4,Male,2,1,Research Scientist,3.0,3230.0,1,No,17,3,3
266,39.0,No,Travel_Rarely,Research & Development,10.0,Medical,2,Male,3,2,Manufacturing Director,1.0,5377.0,2,No,13,3,7
267,39.0,No,Non-Travel,Sales,21.0,Life Sciences,1,Female,1,2,Sales Executive,3.0,5736.0,6,No,19,3,3
268,45.0,No,Travel_Rarely,Sales,20.0,Life Sciences,4,Female,3,2,Sales Executive,3.0,4850.0,8,No,15,3,5
269,38.0,No,Travel_Frequently,Human Resources,10.0,Human Resources,3,Male,3,2,Human Resources,3.0,6077.0,3,No,11,3,6
270,33.0,No,Travel_Rarely,Research & Development,1.0,Other,3,Male,2,1,Research Scientist,1.0,2799.0,3,Yes,11,3,3
271,29.0,No,Travel_Rarely,Research & Development,9.0,Life Sciences,3,Male,4,1,Research Scientist,3.0,2451.0,6,No,18,3,1
272,36.0,No,Travel_Rarely,Research & Development,27.0,Medical,3,Male,3,2,Healthcare Representative,3.0,5237.0,6,No,13,3,7
273,31.0,Yes,Travel_Frequently,,3.0,Life Sciences,4,Female,3,1,Research Scientist,3.0,4084.0,1,No,12,3,7
274,28.0,No,Non-Travel,Human Resources,1.0,Life Sciences,3,Male,3,1,Human Resources,4.0,2706.0,1,No,15,3,3
275,37.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,2,Female,3,2,Manufacturing Director,2.0,6447.0,6,No,12,3,6
276,21.0,Yes,Travel_Frequently,Sales,1.0,Technical Degree,1,Female,2,1,Sales Representative,2.0,2174.0,1,Yes,11,3,3
277,46.0,No,Travel_Rarely,Research & Development,,Life Sciences,4,Male,3,3,Manufacturing Director,4.0,8578.0,3,No,14,3,9
278,44.0,No,Non-Travel,Research & Development,23.0,Medical,2,Male,3,2,Laboratory Technician,2.0,2042.0,4,No,12,3,3
279,42.0,No,,Research & Development,5.0,Other,2,Male,3,1,Laboratory Technician,3.0,2093.0,4,No,17,3,2
280,,Yes,Travel_Rarely,Research & Development,17.0,Technical Degree,3,Male,2,1,Laboratory Technician,4.0,2367.0,5,No,12,3,4
281,39.0,No,Travel_Rarely,Research & Development,1.0,Medical,3,Male,4,3,Healthcare Representative,4.0,9613.0,0,No,17,3,18
282,36.0,Yes,Travel_Rarely,Research & Development,9.0,Medical,4,Male,2,1,Research Scientist,3.0,3388.0,0,Yes,17,3,1
283,60.0,No,Travel_Rarely,Sales,7.0,Marketing,2,Male,4,2,Sales Executive,4.0,5220.0,0,Yes,18,3,11
284,29.0,Yes,Travel_Frequently,Research & Development,14.0,Other,3,Female,3,3,Healthcare Representative,4.0,7553.0,0,Yes,12,3,8
285,33.0,No,Travel_Rarely,Research & Development,14.0,Medical,4,Female,3,1,Research Scientist,2.0,2756.0,1,No,13,3,8
286,32.0,Yes,Travel_Frequently,Research & Development,5.0,Life Sciences,1,Female,4,1,Research Scientist,3.0,2432.0,3,Yes,14,3,4
287,22.0,Yes,Travel_Rarely,,3.0,Life Sciences,2,Female,3,2,Manufacturing Director,3.0,4171.0,0,Yes,19,3,3
288,48.0,No,Travel_Rarely,Sales,2.0,Marketing,2,Female,3,2,Sales Executive,4.0,4051.0,2,No,14,3,9
289,26.0,Yes,Travel_Rarely,Sales,4.0,Marketing,4,Male,2,2,Sales Executive,4.0,5828.0,1,Yes,12,3,8
290,28.0,Yes,Travel_Rarely,Research & Development,1.0,Life Sciences,1,Female,1,1,Research Scientist,2.0,2216.0,7,Yes,13,3,7
291,52.0,No,Non-Travel,,19.0,Medical,4,Male,3,1,Research Scientist,4.0,4258.0,0,No,18,3,4
292,38.0,No,Travel_Frequently,Research & Development,29.0,Life Sciences,4,Female,3,2,Laboratory Technician,4.0,2406.0,1,No,11,3,10
293,29.0,Yes,Travel_Rarely,Research & Development,1.0,Life Sciences,2,Female,2,1,Laboratory Technician,1.0,2319.0,1,Yes,11,3,1
294,35.0,No,Travel_Rarely,Sales,18.0,Medical,3,Female,3,2,Sales Executive,3.0,4601.0,1,No,16,3,5
295,44.0,Yes,Travel_Rarely,Research & Development,15.0,Medical,1,Female,3,3,Healthcare Representative,4.0,7978.0,1,No,11,3,10
296,,Yes,Travel_Rarely,Research & Development,18.0,Other,4,Female,3,1,Research Scientist,4.0,2693.0,1,No,19,3,1
297,39.0,No,Travel_Frequently,Research & Development,4.0,Medical,1,Female,3,2,Manufacturing Director,3.0,5042.0,0,No,13,3,9
298,34.0,No,,Sales,8.0,Life Sciences,3,Female,3,2,Sales Executive,1.0,6500.0,5,No,17,3,3
299,34.0,No,Travel_Frequently,Research & Development,22.0,Other,3,Male,2,2,Research Scientist,4.0,5747.0,1,Yes,15,3,15
300,28.0,Yes,Travel_Frequently,Sales,1.0,Technical Degree,1,Male,3,1,Sales Representative,3.0,2909.0,3,No,15,3,3
301,31.0,Yes,Travel_Rarely,Sales,20.0,Life Sciences,2,Female,1,2,Sales Executive,3.0,4559.0,3,Yes,11,3,2
302,54.0,No,Travel_Rarely,Research & Development,8.0,Life Sciences,3,Female,3,2,Laboratory Technician,3.0,3780.0,7,No,11,3,1
303,42.0,No,,Research & Development,8.0,Life Sciences,4,Male,3,1,Laboratory Technician,3.0,3968.0,4,No,13,3,0
304,38.0,Yes,Travel_Rarely,Research & Development,2.0,Medical,3,Male,3,2,Manufacturing Director,2.0,4855.0,4,No,11,3,5
305,46.0,No,Travel_Rarely,Research & Development,,Medical,3,Female,3,2,Manufacturing Director,3.0,4810.0,2,No,14,3,10
306,36.0,No,Travel_Rarely,Research & Development,12.0,Medical,4,Female,2,3,Manufacturing Director,4.0,8858.0,0,No,11,3,14
307,35.0,No,Travel_Rarely,,1.0,Medical,1,Female,3,2,Sales Executive,3.0,4859.0,1,No,16,3,5
308,31.0,Yes,Travel_Rarely,Human Resources,18.0,Human Resources,4,Male,4,1,Human Resources,1.0,2956.0,0,No,17,3,1
309,30.0,No,Non-Travel,Research & Development,9.0,Medical,3,Male,3,2,Laboratory Technician,1.0,3072.0,1,No,11,3,12
310,24.0,Yes,Travel_Rarely,Human Resources,22.0,Human Resources,4,Male,1,1,Human Resources,3.0,1555.0,1,No,11,3,1
311,36.0,No,Travel_Frequently,Research & Development,18.0,Life Sciences,3,Male,4,1,Laboratory Technician,4.0,3688.0,4,No,18,3,1
312,25.0,No,Travel_Rarely,Sales,18.0,Life Sciences,1,Male,4,2,Sales Executive,3.0,6232.0,2,No,11,3,3
313,32.0,No,Travel_Rarely,Research & Development,9.0,Life Sciences,1,Female,3,2,Research Scientist,4.0,6322.0,1,Yes,12,3,6
314,,No,Travel_Rarely,Research & Development,8.0,Technical Degree,3,Female,3,3,Healthcare Representative,3.0,10096.0,1,No,13,3,17
315,53.0,No,Travel_Rarely,Sales,7.0,Marketing,1,Female,2,3,Sales Executive,4.0,10934.0,7,Yes,18,3,5
316,29.0,Yes,Travel_Frequently,Research & Development,14.0,Other,3,Female,3,3,Healthcare Representative,4.0,,0,Yes,12,3,8
317,28.0,Yes,Travel_Frequently,Sales,1.0,Technical Degree,1,Male,3,1,Sales Representative,3.0,2909.0,3,No,15,3,3
318,26.0,Yes,Travel_Rarely,Research & Development,25.0,Life Sciences,1,Male,1,1,Laboratory Technician,3.0,2293.0,1,No,12,3,1
319,31.0,Yes,,Sales,,Life Sciences,4,Female,3,1,Sales Representative,2.0,2302.0,1,Yes,11,3,3
320,20.0,Yes,Travel_Rarely,,4.0,Technical Degree,1,Male,3,1,Laboratory Technician,1.0,2973.0,1,No,19,3,1
321,33.0,No,Travel_Rarely,Research & Development,1.0,Medical,1,Female,4,4,Research Director,3.0,16184.0,4,No,19,3,6
322,31.0,No,Travel_Rarely,Sales,,Life Sciences,2,Male,2,1,Sales Representative,3.0,2329.0,3,No,15,3,7
323,18.0,Yes,Non-Travel,Research & Development,8.0,Medical,3,Male,3,1,Laboratory Technician,3.0,1904.0,1,No,12,3,0
324,38.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,2,Female,4,2,Healthcare Representative,4.0,7625.0,0,No,13,3,9
325,40.0,No,Travel_Rarely,Research & Development,2.0,Life Sciences,3,Male,2,1,Research Scientist,3.0,2809.0,2,No,14,3,2
326,31.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,4,Male,2,1,Laboratory Technician,,2218.0,1,No,12,3,4
327,,Yes,Travel_Rarely,Research & Development,7.0,Life Sciences,1,Male,3,1,Laboratory Technician,,2166.0,3,Yes,14,3,4
328,59.0,No,Travel_Rarely,,,Life Sciences,3,Male,2,1,Research Scientist,4.0,2177.0,3,No,17,3,1
329,,No,Travel_Rarely,Sales,8.0,Technical Degree,3,Female,2,2,Sales Executive,2.0,5228.0,1,Yes,11,3,13
330,42.0,Yes,Travel_Frequently,Research & Development,,Medical,3,Male,4,1,Research Scientist,3.0,2759.0,6,Yes,12,3,2
331,,No,Travel_Frequently,Research & Development,12.0,Life Sciences,1,Male,2,2,Healthcare Representative,,6288.0,2,No,15,3,4
332,39.0,Yes,Travel_Rarely,Sales,5.0,Technical Degree,4,Male,3,2,Sales Representative,4.0,2086.0,3,No,14,3,1
333,38.0,No,Travel_Rarely,Research & Development,9.0,Life Sciences,3,Female,3,1,Laboratory Technician,4.0,2288.0,1,No,12,3,2
334,18.0,Yes,Non-Travel,Research & Development,8.0,Medical,3,Male,3,1,Laboratory Technician,,1904.0,1,No,12,3,0
335,32.0,No,Travel_Rarely,Sales,,Life Sciences,4,Male,2,2,Sales Executive,3.0,5484.0,1,No,14,3,13
336,36.0,No,Travel_Rarely,Sales,10.0,Technical Degree,2,Female,2,2,Sales Executive,3.0,5673.0,1,Yes,13,3,10
337,31.0,Yes,,Research & Development,3.0,Life Sciences,4,Female,3,1,Research Scientist,3.0,4084.0,1,No,12,3,7
338,31.0,No,Travel_Rarely,,,Medical,3,Female,2,2,Healthcare Representative,1.0,6812.0,1,No,19,3,10
339,37.0,No,Travel_Rarely,Research & Development,3.0,Other,4,Female,3,2,Healthcare Representative,2.0,4107.0,3,No,15,3,4
340,47.0,No,Travel_Rarely,Sales,,Marketing,4,Male,3,2,Sales Executive,1.0,4960.0,2,No,12,3,7
341,40.0,Yes,Travel_Rarely,Sales,22.0,Marketing,3,Male,2,2,Sales Executive,3.0,,2,Yes,12,3,6
342,37.0,No,Travel_Rarely,Research & Development,1.0,Medical,3,Female,2,1,Research Scientist,1.0,3920.0,2,No,14,3,3
343,41.0,Yes,Travel_Rarely,Sales,1.0,Life Sciences,2,Female,3,2,Sales Executive,4.0,5993.0,8,Yes,11,3,6
344,32.0,No,Travel_Rarely,Research & Development,2.0,Medical,4,Male,3,2,Research Scientist,2.0,5470.0,0,No,13,3,9
345,20.0,No,Travel_Rarely,,1.0,Life Sciences,4,Female,2,1,Research Scientist,2.0,2836.0,1,No,13,3,1
346,32.0,No,Travel_Frequently,Sales,8.0,Marketing,2,Female,3,3,Sales Executive,4.0,8998.0,1,No,14,3,9
347,35.0,Yes,Travel_Rarely,Sales,27.0,Life Sciences,3,Male,3,2,Sales Executive,4.0,5813.0,1,Yes,18,3,10
348,30.0,No,Travel_Rarely,Research & Development,6.0,Technical Degree,1,Female,2,2,Laboratory Technician,4.0,4627.0,0,No,12,3,9
349,30.0,No,,Research & Development,28.0,Medical,4,Female,3,2,Research Scientist,4.0,5775.0,1,No,13,3,10
350,37.0,No,Travel_Rarely,Research & Development,,Medical,3,Female,2,2,Healthcare Representative,4.0,5731.0,7,No,13,3,6
351,26.0,Yes,Non-Travel,Sales,29.0,Medical,2,Male,1,2,Sales Executive,1.0,4969.0,8,No,18,3,2
352,37.0,No,Non-Travel,Sales,9.0,Medical,1,Male,3,3,Sales Executive,2.0,8834.0,1,No,13,3,9
353,25.0,Yes,Travel_Rarely,Sales,5.0,Marketing,3,Male,2,2,Sales Executive,3.0,5744.0,1,Yes,11,3,6
354,43.0,No,Travel_Rarely,Research & Development,7.0,Life Sciences,3,Female,3,3,Healthcare Representative,1.0,9985.0,8,No,16,3,1
355,,Yes,,Research & Development,,Medical,1,Male,3,3,Manufacturing Director,3.0,10048.0,6,No,11,3,1
356,40.0,No,Non-Travel,Sales,28.0,Other,3,Male,1,3,Sales Executive,1.0,10932.0,3,No,15,3,1
357,31.0,Yes,Travel_Frequently,Research & Development,29.0,Medical,3,Male,2,1,Laboratory Technician,2.0,3479.0,0,No,11,3,5
358,28.0,No,Non-Travel,Sales,4.0,Medical,2,Male,3,2,Sales Executive,3.0,4221.0,1,No,15,3,5
359,21.0,Yes,Travel_Rarely,Sales,12.0,Life Sciences,3,Female,4,1,Sales Representative,2.0,2716.0,1,No,15,3,1
360,58.0,Yes,Travel_Rarely,Research & Development,7.0,Medical,3,Female,2,3,Manufacturing Director,1.0,10008.0,7,Yes,14,3,10
361,32.0,Yes,,Sales,1.0,Life Sciences,1,Male,1,2,Sales Executive,2.0,6735.0,6,No,15,3,0
362,,No,Travel_Rarely,Research & Development,26.0,Life Sciences,3,Male,3,1,Research Scientist,4.0,2904.0,1,No,12,3,4
363,25.0,Yes,,Sales,19.0,Marketing,3,Male,2,1,Sales Representative,2.0,2413.0,1,Yes,18,3,1
364,50.0,Yes,Travel_Frequently,Sales,1.0,Other,4,Male,3,2,Sales Executive,3.0,4728.0,3,Yes,14,3,0
365,31.0,No,,Research & Development,2.0,Life Sciences,2,Male,3,1,Laboratory Technician,3.0,3477.0,1,No,14,3,5
366,41.0,Yes,Travel_Rarely,Research & Development,2.0,Life Sciences,2,Female,1,1,Laboratory Technician,4.0,2778.0,4,Yes,13,3,7
367,,Yes,Travel_Rarely,,1.0,Life Sciences,2,Female,2,1,Laboratory Technician,1.0,2319.0,1,Yes,11,3,1
368,35.0,No,Travel_Rarely,Research & Development,,Medical,1,Female,3,2,Healthcare Representative,3.0,6142.0,3,Yes,16,3,5
369,40.0,Yes,Travel_Rarely,Sales,25.0,Marketing,4,Male,2,3,Sales Executive,2.0,9094.0,2,Yes,12,3,5
370,,No,,,,Marketing,4,Male,3,1,Sales Representative,2.0,3875.0,7,No,15,3,2
371,43.0,Yes,Travel_Rarely,Sales,9.0,Marketing,1,Female,1,2,Sales Executive,3.0,5346.0,8,No,13,3,4
372,18.0,Yes,Travel_Frequently,,,Medical,2,Female,3,1,Sales Representative,4.0,1569.0,1,Yes,12,3,0
373,26.0,No,Travel_Rarely,Research & Development,2.0,Medical,4,Male,4,2,Manufacturing Director,4.0,5472.0,1,No,12,3,8
374,37.0,No,Travel_Rarely,Research & Development,,Life Sciences,4,Female,2,2,Manufacturing Director,4.0,6474.0,1,No,13,3,14
375,20.0,Yes,Travel_Frequently,Sales,9.0,Marketing,4,Female,3,1,Sales Representative,4.0,2323.0,1,Yes,14,3,2
376,34.0,No,Travel_Rarely,Research & Development,2.0,Life Sciences,4,Male,2,1,Research Scientist,3.0,2768.0,3,No,12,3,7
377,31.0,No,Travel_Rarely,Sales,7.0,Marketing,4,Male,3,2,Sales Executive,4.0,7547.0,4,No,12,3,7
378,29.0,Yes,Travel_Frequently,Sales,24.0,Technical Degree,3,Male,4,1,Sales Representative,1.0,1091.0,1,No,17,3,1
379,49.0,Yes,Travel_Rarely,Sales,11.0,Marketing,3,Female,3,3,Sales Executive,4.0,7654.0,1,No,18,3,9
380,41.0,No,Non-Travel,,,Other,1,Female,2,2,Healthcare Representative,3.0,6811.0,2,Yes,17,3,8
381,36.0,Yes,Travel_Rarely,,,Medical,4,Male,2,1,Research Scientist,3.0,3388.0,0,Yes,17,3,1
382,38.0,No,Travel_Rarely,Research & Development,10.0,Medical,3,Female,3,2,Healthcare Representative,3.0,9824.0,3,No,19,3,1
383,22.0,Yes,Travel_Frequently,Research & Development,4.0,Technical Degree,3,Male,2,1,Laboratory Technician,3.0,3894.0,5,No,16,3,2
384,29.0,Yes,Travel_Rarely,Research & Development,,Medical,3,Male,2,1,Research Scientist,4.0,,1,Yes,13,3,4
385,,Yes,Travel_Rarely,,16.0,Marketing,1,Female,3,2,Sales Executive,1.0,5324.0,5,No,15,3,3
386,19.0,Yes,Travel_Rarely,Human Resources,2.0,Technical Degree,1,Male,2,1,Human Resources,4.0,2564.0,1,No,12,3,1
387,24.0,Yes,Travel_Rarely,Sales,1.0,Technical Degree,1,Female,3,1,Sales Representative,2.0,3202.0,1,Yes,16,3,5
388,20.0,No,Travel_Rarely,Sales,2.0,Medical,3,Female,3,1,Sales Representative,3.0,2783.0,1,No,19,3,2
389,21.0,Yes,Travel_Rarely,Sales,12.0,Life Sciences,3,Female,4,1,Sales Representative,2.0,2716.0,1,No,15,3,1
390,44.0,Yes,Travel_Frequently,Research & Development,1.0,Medical,3,Male,3,1,Research Scientist,2.0,2342.0,1,Yes,12,3,5
391,56.0,Yes,Travel_Rarely,Research & Development,7.0,Technical Degree,4,Male,3,1,Laboratory Technician,3.0,2339.0,8,No,11,3,10
392,38.0,No,Travel_Rarely,Sales,16.0,Life Sciences,2,Female,3,2,Sales Executive,2.0,4198.0,2,No,12,3,3
393,29.0,Yes,Travel_Frequently,Sales,13.0,Technical Degree,1,Female,3,2,Sales Executive,2.0,5765.0,5,No,11,3,5
394,28.0,Yes,Travel_Rarely,Research & Development,,Life Sciences,3,Male,2,1,Laboratory Technician,3.0,2028.0,5,Yes,14,3,4
395,40.0,Yes,Travel_Rarely,,,Marketing,3,Male,2,2,Sales Executive,3.0,6380.0,2,Yes,12,3,6
396,29.0,No,Travel_Rarely,Research & Development,15.0,Life Sciences,3,Male,3,1,Research Scientist,4.0,2340.0,1,No,19,3,6
397,31.0,No,Travel_Rarely,Research & Development,2.0,Life Sciences,3,Male,3,1,Research Scientist,4.0,2695.0,0,Yes,18,3,2
398,36.0,No,Travel_Rarely,,7.0,Other,2,Male,3,1,Research Scientist,4.0,4678.0,2,No,18,3,6
399,27.0,No,Travel_Frequently,Sales,8.0,Life Sciences,4,Male,3,3,Sales Executive,3.0,8726.0,1,No,15,3,9
400,58.0,No,Non-Travel,Research & Development,1.0,Life Sciences,4,Male,1,2,Healthcare Representative,3.0,,2,Yes,13,3,5
401,,No,Travel_Rarely,Research & Development,,Medical,2,Male,3,1,Laboratory Technician,4.0,2661.0,0,No,11,3,2
402,26.0,Yes,Travel_Rarely,Sales,4.0,Marketing,4,Male,2,2,Sales Executive,4.0,5828.0,1,Yes,12,3,8
403,42.0,No,Travel_Rarely,Research & Development,3.0,Life Sciences,3,Female,4,2,Laboratory Technician,4.0,5231.0,2,Yes,13,3,5
404,30.0,No,Travel_Rarely,Sales,8.0,Other,3,Male,3,3,Sales Executive,3.0,7264.0,5,No,11,3,8
405,,No,Travel_Rarely,Research & Development,,Life Sciences,2,Male,4,2,Laboratory Technician,3.0,3407.0,1,No,17,3,10
406,32.0,No,,Sales,10.0,Marketing,4,Male,3,2,Sales Executive,4.0,5396.0,1,No,12,3,10
407,22.0,Yes,Travel_Rarely,Research & Development,8.0,Medical,3,Female,3,1,Laboratory Technician,1.0,2398.0,1,Yes,17,3,1
408,30.0,No,Non-Travel,Sales,22.0,Other,3,Female,3,3,Sales Executive,1.0,8412.0,0,No,11,3,9
409,,No,Travel_Rarely,Research & Development,29.0,Life Sciences,4,Male,1,2,Healthcare Representative,3.0,6384.0,8,No,17,3,7
410,25.0,Yes,Travel_Rarely,Research & Development,3.0,Medical,1,Male,3,1,Laboratory Technician,1.0,4031.0,5,No,13,3,2
411,46.0,No,Travel_Rarely,Research & Development,2.0,Technical Degree,4,Male,3,2,Manufacturing Director,4.0,7379.0,2,No,11,3,6
412,44.0,No,Travel_Frequently,,1.0,Human Resources,1,Male,3,2,Human Resources,4.0,5743.0,4,Yes,11,3,10
